"","X","RespondentID","Year","Age","Region","Educ.Level","Educ.Years","Educ.Attained","Marital","Husb.Educ.Level","Husb.Educ.Years","Husb.Employment","Employment","Husb.Educ.Attained","Husb.Age","Emotional.IPV","Less.Physic.IPV","More.Physic.IPV","Sexual.IPV","Husb.Employment.Bin","Employment.Bin","LPG","Physical.IPV","ANY.IPV","Counts.IPV","Male","Female"
"3312",13195,13843,2017,25,8,1,4,1,2,1,5,7511,0,1,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3313",13196,13844,2017,42,8,0,NA,0,1,0,NA,6113,0,0,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3314",13197,13845,2017,28,8,1,4,1,1,1,5,9213,0,1,27,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"3315",13198,13846,2017,26,8,1,5,1,2,1,7,9213,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3316",13199,13847,2017,27,8,2,10,3,1,2,11,6226,0,3,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3317",13200,13848,2017,31,8,1,7,2,2,2,11,9334,5211,3,32,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3318",13202,13850,2017,19,8,1,7,2,2,1,2,6113,0,1,38,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"3319",13203,13851,2017,32,8,2,10,3,2,1,5,9312,5212,1,29,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3320",13204,13852,2017,36,8,2,9,3,2,2,11,9312,6111,3,36,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3321",13206,13854,2017,26,9,3,15,5,1,3,13,5211,0,5,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3322",13207,13855,2017,39,9,3,15,5,1,3,15,9111,9111,5,38,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3323",13208,13856,2017,30,9,2,11,4,2,3,12,0,1420,5,26,1,0,0,0,0,1,"Female only Employed",0,1,1,0,1
"3324",13209,13857,2017,30,9,2,11,4,1,2,9,9211,5311,3,33,0,1,0,0,1,1,"Both employed",1,1,1,1,1
"3325",13210,13859,2017,25,9,2,11,4,2,2,8,6117,5221,3,25,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3326",13211,13860,2017,33,9,2,9,3,1,1,7,5153,0,1,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3327",13212,13861,2017,20,9,2,11,4,2,2,8,9312,0,3,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3328",13213,13862,2017,42,9,1,7,2,1,2,11,7113,0,3,46,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3329",13214,13863,2017,20,9,2,11,4,2,2,11,8181,0,3,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3330",13215,13864,2017,30,9,2,9,3,2,2,10,9213,0,3,29,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3331",13216,13865,2017,45,9,3,15,5,1,2,10,8332,3412,3,47,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3332",13217,13866,2017,27,9,2,9,3,2,2,11,5112,0,3,44,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3333",13218,13867,2017,23,9,2,8,3,2,2,8,9312,0,3,26,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"3334",13219,13868,2017,27,9,2,10,3,2,3,15,8350,0,5,32,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3335",13221,13870,2017,20,9,2,11,4,2,2,11,7512,0,3,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3336",13222,13871,2017,22,9,2,11,4,1,2,9,6112,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3337",13223,13872,2017,25,9,2,11,4,1,1,3,6115,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3338",13224,13873,2017,37,9,1,7,2,1,1,7,6112,6112,1,23,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3339",13225,13874,2017,24,9,2,11,4,1,2,8,7131,5142,3,30,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3340",13226,13875,2017,27,9,1,3,1,1,1,1,6115,0,1,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3341",13227,13877,2017,30,9,2,11,4,2,2,10,6226,5142,3,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3342",13228,13878,2017,27,9,2,11,4,2,1,7,6226,0,1,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3343",13229,13879,2017,32,9,2,11,4,1,2,11,8111,0,3,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3344",13230,13880,2017,32,9,2,11,4,2,2,11,8111,1420,3,32,1,1,0,1,1,1,"Both employed",1,1,3,1,1
"3345",13231,13881,2017,25,9,2,10,3,2,2,8,8111,0,3,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3346",13232,13882,2017,29,9,2,10,3,1,1,7,8111,0,1,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3347",13233,13883,2017,24,9,2,9,3,2,2,11,8111,0,3,28,1,1,1,0,1,0,"Male only Employed",1,1,2,1,0
"3348",13234,13884,2017,27,9,1,7,2,1,1,3,6112,6112,1,37,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3349",13235,13885,2017,17,9,1,5,1,1,1,4,9213,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3350",13236,13886,2017,31,9,0,NA,0,1,1,3,6111,9211,1,29,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3351",13237,13887,2017,38,9,1,3,1,1,1,3,9213,0,1,37,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3352",13240,13890,2017,22,9,2,9,3,1,2,11,6226,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3353",13241,13891,2017,20,9,2,9,3,2,2,11,6226,0,3,20,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3354",13242,13892,2017,39,9,2,9,3,1,2,9,6115,0,3,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3355",13243,13893,2017,29,9,2,11,4,1,1,7,9312,0,1,28,1,0,0,1,1,0,"Male only Employed",0,1,2,1,0
"3356",13244,13894,2017,38,9,3,12,5,1,1,7,6226,0,1,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3357",13245,13895,2017,19,9,2,7,3,1,2,7,6112,5211,3,22,0,1,0,0,1,1,"Both employed",1,1,1,1,1
"3358",13246,13896,2017,25,9,2,11,4,1,1,2,6112,9213,1,35,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3359",13247,13897,2017,24,9,1,4,1,2,1,1,6112,6112,1,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3360",13248,13898,2017,39,9,0,NA,0,1,1,3,9211,0,1,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3361",13249,13899,2017,39,9,1,7,2,2,1,7,6112,1420,1,24,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3362",13250,13900,2017,26,9,2,10,3,2,2,9,8321,0,3,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3363",13251,13901,2017,35,9,3,15,5,1,2,11,6111,6111,3,45,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3364",13252,13902,2017,34,9,2,11,4,1,1,7,3131,9111,1,37,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3365",13254,13904,2017,37,9,2,8,3,1,2,11,9213,9213,3,42,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3366",13255,13905,2017,22,9,1,5,1,1,1,4,5212,0,1,24,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3367",13256,13906,2017,38,9,2,11,4,1,2,11,5414,5211,3,55,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3368",13257,13907,2017,44,9,1,7,2,1,1,7,9211,7531,1,45,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3369",13259,13909,2017,25,9,1,2,1,1,1,5,6111,1420,1,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3370",13260,13910,2017,41,9,1,5,1,1,0,NA,0,6112,0,49,1,0,0,0,0,1,"Female only Employed",0,1,1,0,1
"3371",13261,13911,2017,23,9,1,5,1,2,2,9,8341,5230,3,24,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3372",13262,13912,2017,44,9,0,NA,0,1,1,1,9213,0,1,45,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3373",13263,13913,2017,41,9,0,NA,0,1,1,2,6111,0,1,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3374",13265,13915,2017,20,9,1,3,1,1,2,8,6112,0,3,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3375",13266,13916,2017,32,9,1,1,1,1,0,NA,6115,0,0,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3376",13267,13917,2017,36,9,1,4,1,1,1,5,6112,0,1,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3377",13269,13919,2017,29,9,2,11,4,1,2,10,6112,9213,3,28,0,1,0,1,1,1,"Both employed",1,1,2,1,1
"3378",13270,13920,2017,23,9,2,11,4,2,2,11,9213,0,3,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3379",13271,13921,2017,24,9,3,14,5,1,2,11,8341,0,3,27,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3380",13272,13922,2017,24,9,1,5,1,1,1,7,9213,0,1,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3381",13273,13923,2017,27,9,1,7,2,2,1,4,6112,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3382",13274,13924,2017,27,9,1,7,2,2,1,7,9213,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3383",13275,13925,2017,35,9,2,11,4,1,2,9,7113,3412,3,36,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3384",13276,13927,2017,19,9,2,9,3,1,1,5,6112,0,1,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3385",13277,13928,2017,41,9,1,4,1,1,1,3,6112,6112,1,50,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3386",13278,13929,2017,21,9,1,2,1,1,1,2,6112,0,1,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3387",13279,13930,2017,28,9,1,7,2,1,1,2,210,0,1,44,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3388",13280,13931,2017,28,9,3,12,5,2,3,12,5414,0,5,46,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3389",13281,13932,2017,27,9,3,12,5,1,3,13,4212,1211,5,29,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3390",13282,13933,2017,22,9,3,14,5,2,3,15,6129,0,5,21,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3391",13283,13934,2017,25,9,3,15,5,1,3,15,2611,0,5,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3392",13284,13935,2017,27,9,1,5,1,1,1,5,9211,0,1,31,1,1,1,0,1,0,"Male only Employed",1,1,2,1,0
"3393",13285,13936,2017,43,9,3,12,5,1,2,8,0,5211,3,48,1,1,0,0,0,1,"Female only Employed",1,1,2,0,1
"3394",13287,13938,2017,40,9,3,15,5,2,2,9,8321,0,3,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3395",13289,13940,2017,23,9,3,15,5,1,3,15,3312,5221,5,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3396",13290,13943,2017,31,9,3,13,5,1,3,14,0,1420,5,37,0,0,0,0,0,1,"Female only Employed",0,0,0,0,1
"3397",13291,13944,2017,26,9,1,1,1,1,1,2,9213,7317,1,29,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3398",13292,13946,2017,38,9,2,9,3,1,2,11,7115,0,3,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3399",13293,13947,2017,37,9,3,15,5,1,2,10,6111,0,3,42,1,1,0,1,1,0,"Male only Employed",1,1,3,1,0
"3400",13294,13948,2017,27,9,2,10,3,1,1,7,7113,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3401",13295,13949,2017,32,9,2,11,4,2,2,9,9329,5212,3,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3402",13296,13950,2017,26,9,3,13,5,1,3,13,6226,1420,5,27,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3403",13297,13951,2017,22,9,3,12,5,1,3,13,0,0,5,29,0,0,0,0,0,0,"Both unemployed",0,0,0,0,0
"3404",13298,13952,2017,36,9,2,10,3,1,3,13,9329,0,5,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3405",13299,13953,2017,31,9,3,13,5,2,3,14,9621,0,5,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3406",13300,13954,2017,27,9,2,11,4,2,1,4,5153,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3407",13301,13955,2017,24,9,1,7,2,1,1,7,9621,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3408",13302,13956,2017,27,9,2,11,4,2,2,11,9329,0,3,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3409",13303,13957,2017,25,9,2,11,4,1,3,12,3323,9111,5,27,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3410",13304,13958,2017,17,9,1,7,2,2,1,7,9312,0,1,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3411",13305,13959,2017,26,9,2,11,4,2,2,9,8322,0,3,24,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3412",13306,13960,2017,26,9,2,8,3,1,2,8,9331,0,3,22,0,1,1,1,1,0,"Male only Employed",1,1,2,1,0
"3413",13307,13961,2017,37,9,3,12,5,1,0,NA,5211,0,0,37,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3414",13308,13962,2017,34,9,0,NA,0,1,3,13,9312,0,5,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3415",13309,13963,2017,28,9,2,9,3,1,3,13,1324,0,5,31,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3416",13310,13964,2017,28,9,1,4,1,1,3,15,8321,0,5,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3417",13312,13966,2017,32,9,2,11,4,1,3,14,5212,0,5,30,1,0,0,1,1,0,"Male only Employed",0,1,2,1,0
"3418",13313,13968,2017,41,9,1,7,2,1,3,15,9520,0,5,39,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3419",13314,13969,2017,23,9,1,7,2,1,2,9,9329,0,3,24,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"3420",13315,13970,2017,23,9,3,13,5,1,2,11,9329,0,3,22,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3421",13316,13971,2017,38,9,3,15,5,1,3,13,3511,1346,5,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3422",13317,13972,2017,37,9,3,15,5,2,2,9,9312,0,3,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3423",13318,13973,2017,34,9,3,13,5,2,3,12,7231,0,5,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3424",13319,13974,2017,26,9,2,9,3,1,3,15,9621,0,5,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3425",13320,13975,2017,22,9,3,14,5,2,3,12,5131,3322,5,26,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3426",13321,13976,2017,38,9,1,4,1,1,2,11,9621,0,3,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3427",13322,13977,2017,19,9,1,7,2,2,2,10,7412,1420,3,25,0,1,0,0,1,1,"Both employed",1,1,1,1,1
"3428",13323,13978,2017,28,9,1,4,1,2,2,9,6129,0,3,43,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3429",13325,13980,2017,36,9,2,11,4,1,2,8,7115,0,3,43,1,1,1,1,1,0,"Male only Employed",1,1,3,1,0
"3430",13326,13982,2017,21,9,3,12,5,2,2,11,9621,5311,3,22,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3431",13327,13984,2017,40,9,3,12,5,1,2,11,6117,9329,3,35,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3432",13328,13985,2017,37,9,2,11,4,1,2,11,8321,0,3,42,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"3433",13329,13986,2017,27,9,2,9,3,1,2,8,6111,0,3,33,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"3434",13330,13987,2017,32,9,3,13,5,2,1,7,9211,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3435",13331,13988,2017,27,9,2,10,3,1,1,5,6113,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3436",13333,13991,2017,20,9,1,3,1,1,1,1,6222,0,1,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3437",13334,13992,2017,34,9,1,3,1,1,1,3,7115,7318,1,36,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3438",13335,13993,2017,39,9,2,8,3,1,1,7,6226,0,1,44,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3439",13336,13994,2017,38,9,2,11,4,1,3,13,6111,0,5,49,1,1,0,1,1,0,"Male only Employed",1,1,3,1,0
"3440",13337,13995,2017,20,9,2,11,4,2,2,10,5212,0,3,23,0,1,0,0,1,0,"Male only Employed",1,1,1,1,0
"3441",13339,13998,2017,31,9,3,15,5,1,3,13,6127,2221,5,33,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3442",13340,13999,2017,19,9,2,10,3,2,2,9,9311,0,3,22,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3443",13342,14001,2017,45,9,2,10,3,2,2,9,9312,5142,3,27,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3444",13343,14002,2017,36,9,3,15,5,2,2,8,8321,2341,3,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3445",13344,14003,2017,29,9,1,7,2,2,2,9,6117,0,3,26,0,1,0,0,1,0,"Male only Employed",1,1,1,1,0
"3446",13345,14005,2017,20,9,2,11,4,2,2,10,9312,5212,3,22,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3447",13346,14006,2017,26,9,1,7,2,2,2,9,9312,5221,3,30,1,1,0,0,1,1,"Both employed",1,1,2,1,1
"3448",13347,14007,2017,28,9,3,15,5,2,2,11,8321,5230,3,31,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3449",13348,14008,2017,23,9,3,14,5,2,2,9,4214,5142,3,34,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3450",13349,14009,2017,31,9,2,11,4,1,2,11,5211,1420,3,36,1,1,0,0,1,1,"Both employed",1,1,2,1,1
"3451",13351,14011,2017,23,9,2,8,3,2,3,15,4214,0,5,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3452",13352,14012,2017,25,9,3,14,5,1,3,15,5412,0,5,39,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3453",13355,14015,2017,32,9,1,3,1,1,1,1,9312,0,1,31,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3454",13356,14016,2017,25,9,1,7,2,1,1,2,9312,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3455",13357,14017,2017,43,9,2,9,3,1,2,9,7115,6117,3,48,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3456",13358,14018,2017,28,9,1,7,2,2,1,5,6117,6117,1,36,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3457",13359,14019,2017,31,9,2,11,4,1,3,13,310,0,5,33,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3458",13360,14020,2017,24,9,1,7,2,1,1,7,6117,5221,1,26,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3459",13361,14021,2017,26,9,2,8,3,2,2,11,8341,5131,3,28,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3460",13362,14022,2017,33,9,2,9,3,1,1,4,7212,9214,1,35,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3461",13363,14023,2017,32,9,2,11,4,1,2,11,7113,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3462",13364,14024,2017,17,9,2,11,3,2,2,11,9411,0,3,20,0,1,0,0,1,0,"Male only Employed",1,1,1,1,0
"3463",13365,14025,2017,26,9,1,7,2,2,2,10,8321,7531,3,28,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3464",13366,14026,2017,27,9,3,15,5,1,3,15,1111,2330,5,26,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3465",13367,14027,2017,29,9,2,9,3,2,2,9,3223,1420,3,36,1,1,0,0,1,1,"Both employed",1,1,2,1,1
"3466",13368,14028,2017,36,9,3,15,5,1,3,13,8341,2341,5,40,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3467",13369,14029,2017,35,9,3,15,5,1,1,7,6111,5312,1,35,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3468",13370,14030,2017,22,9,3,12,5,2,2,9,6111,9520,3,22,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3469",13371,14031,2017,28,9,2,8,3,1,1,5,9211,5211,1,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3470",13372,14032,2017,34,9,1,4,1,1,1,4,9211,0,1,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3471",13374,14034,2017,26,9,0,NA,0,2,0,NA,9211,9211,0,32,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3472",13375,14035,2017,22,9,2,10,3,1,2,11,1420,5221,3,29,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3473",13376,14036,2017,19,9,2,11,4,2,2,11,8321,1420,3,20,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3474",13377,14037,2017,41,10,2,10,3,1,2,10,5414,5120,3,41,1,1,0,0,1,1,"Both employed",1,1,2,1,1
"3475",13378,14038,2017,31,10,3,15,5,1,3,13,9329,5223,5,48,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3476",13381,14041,2017,36,10,1,3,1,1,2,9,6122,0,3,43,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3477",13382,14042,2017,27,10,3,13,5,2,3,13,9213,9329,5,25,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3478",13383,14043,2017,28,10,2,8,3,1,2,8,6112,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3479",13384,14044,2017,21,10,3,12,5,1,2,11,9211,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3480",13385,14045,2017,42,10,2,11,4,1,1,7,7115,0,1,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3481",13387,14047,2017,25,10,2,10,3,1,2,11,9213,6127,3,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3482",13388,14048,2017,37,10,3,13,5,1,2,10,9211,6127,3,34,1,1,0,0,1,1,"Both employed",1,1,2,1,1
"3483",13389,14049,2017,28,10,1,7,2,2,1,7,9312,0,1,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3484",13391,14051,2017,20,10,1,7,2,2,1,7,6112,0,1,20,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3485",13392,14052,2017,22,10,1,7,2,2,2,8,8341,1420,3,24,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3486",13393,14053,2017,19,10,2,9,3,2,1,5,9213,9111,1,19,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3487",13396,14056,2017,20,10,2,8,3,1,1,2,9213,0,1,21,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3488",13397,14057,2017,28,10,2,10,3,1,1,4,9213,9112,1,31,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"3489",13398,14058,2017,23,10,2,8,3,1,2,9,6112,9112,3,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3490",13399,14059,2017,29,10,2,11,4,1,2,9,8331,0,3,28,0,1,0,0,1,0,"Male only Employed",1,1,1,1,0
"3491",13400,14060,2017,24,10,2,11,4,2,2,11,9312,0,3,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3492",13401,14061,2017,28,10,1,7,2,1,1,3,9213,9213,1,30,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3493",13402,14062,2017,38,10,1,7,2,1,1,7,6113,0,1,38,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"3494",13403,14063,2017,21,10,1,5,1,1,2,10,9312,0,3,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3495",13404,14064,2017,25,10,2,8,3,1,1,7,6112,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3496",13405,14065,2017,34,10,1,7,2,1,1,7,6112,0,1,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3497",13406,14066,2017,31,10,2,9,3,1,2,11,9213,0,3,29,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"3498",13407,14067,2017,25,10,2,8,3,1,2,9,6112,0,3,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3499",13408,14068,2017,38,10,1,5,1,1,1,3,6112,6127,1,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3500",13409,14069,2017,33,10,2,9,3,1,1,5,9213,5311,1,46,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3501",13411,14071,2017,31,10,3,13,5,1,2,11,5212,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3502",13412,14072,2017,28,10,2,10,3,1,1,7,7212,0,1,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3503",13414,14074,2017,33,10,2,11,4,2,3,13,8341,9329,5,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3504",13416,14076,2017,33,10,2,11,4,1,1,7,9213,0,1,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3505",13417,14077,2017,35,10,3,14,5,1,3,12,5211,9214,5,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3506",13418,14078,2017,29,10,2,11,4,2,2,8,9321,6127,3,30,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"3507",13419,14079,2017,26,10,1,2,1,1,1,2,9211,0,1,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3508",13420,14080,2017,31,10,2,11,4,1,2,11,6112,0,3,34,1,1,1,0,1,0,"Male only Employed",1,1,2,1,0
"3509",13422,14082,2017,29,10,3,12,5,1,1,7,9211,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3510",13423,14083,2017,37,10,2,11,4,1,1,7,8341,0,1,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3511",13424,14084,2017,19,10,1,3,1,2,1,3,9213,0,1,19,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3512",13425,14085,2017,29,10,2,11,4,1,2,11,8321,0,3,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3513",13427,14087,2017,24,10,2,11,4,2,2,11,8331,0,3,27,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"3514",13428,14088,2017,29,10,3,13,5,1,3,13,6111,0,5,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3515",13429,14089,2017,25,10,1,4,1,1,1,7,9213,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
