"","X","RespondentID","Year","Age","Region","Educ.Level","Educ.Years","Educ.Attained","Marital","Husb.Educ.Level","Husb.Educ.Years","Husb.Employment","Employment","Husb.Educ.Attained","Husb.Age","Emotional.IPV","Less.Physic.IPV","More.Physic.IPV","Sexual.IPV","Husb.Employment.Bin","Employment.Bin","LPG","Physical.IPV","ANY.IPV","Counts.IPV","Male","Female"
"1",9224,9719,2017,30,15,2,8,3,1,2,9,9520,0,3,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"2",9225,9720,2017,40,15,2,10,3,1,1,1,9520,0,1,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"3",9226,9721,2017,19,15,1,6,1,1,1,5,8322,0,1,20,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"4",9229,9725,2017,23,15,3,12,5,1,1,2,6115,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"5",9230,9726,2017,30,15,1,7,2,1,1,1,5249,9520,1,47,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"6",9231,9727,2017,19,15,2,9,3,1,3,12,5414,5221,5,30,1,0,0,0,1,1,"Both employed",0,1,1,1,1
"7",9232,9728,2017,32,15,2,11,4,1,1,3,6111,0,1,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"8",9233,9729,2017,37,15,1,2,1,1,1,2,6115,1420,1,38,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"9",9234,9730,2017,42,15,2,11,4,1,1,1,6111,0,1,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"10",9235,9731,2017,23,15,2,10,3,1,2,11,9329,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"11",9236,9732,2017,24,15,1,7,2,1,1,7,9312,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"12",9237,9733,2017,28,15,3,12,5,1,3,12,2221,0,5,44,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"13",9238,9734,2017,27,15,3,15,5,1,3,15,5165,0,5,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"14",9241,9737,2017,20,15,2,10,3,1,2,9,6117,0,3,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"15",9243,9739,2017,27,15,2,11,4,1,2,11,5165,0,3,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"16",9245,9741,2017,32,15,3,14,5,1,3,15,2341,0,5,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"17",9246,9742,2017,36,15,1,5,1,1,1,2,6117,0,1,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"18",9247,9743,2017,21,15,2,11,3,1,1,2,6117,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"19",9249,9745,2017,31,15,2,9,3,1,1,3,8322,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"20",9250,9746,2017,33,15,3,15,5,1,2,11,931,5414,3,35,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"21",9251,9747,2017,36,15,1,4,1,1,2,9,6117,0,3,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"22",9252,9748,2017,34,15,2,11,4,1,1,5,2330,2330,1,47,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"23",9253,9749,2017,37,15,2,10,3,1,2,11,2330,0,3,40,1,1,0,0,1,0,"Male only Employed",1,1,2,1,0
"24",9254,9750,2017,32,15,2,11,4,1,2,11,6117,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"25",9255,9751,2017,29,15,2,11,4,1,2,10,6117,0,3,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"26",9256,9752,2017,23,15,1,7,2,1,3,12,6226,0,5,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"27",9257,9754,2017,40,15,1,5,1,1,1,3,5249,0,1,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"28",9258,9755,2017,38,15,2,11,4,1,2,11,5414,1113,3,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"29",9259,9756,2017,42,15,2,11,4,1,0,NA,7115,0,0,45,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"30",9260,9757,2017,35,15,1,7,2,1,1,5,7533,0,1,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"31",9261,9758,2017,26,15,2,11,4,1,2,11,5414,0,3,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"32",9262,9759,2017,27,15,1,7,2,1,1,2,6226,0,1,28,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"33",9263,9760,2017,42,15,2,11,4,1,1,7,9329,0,1,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"34",9264,9761,2017,25,15,2,8,3,1,1,4,6117,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"35",9265,9762,2017,17,15,1,1,1,1,1,2,6111,0,1,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"36",9266,9763,2017,19,15,1,5,1,1,1,3,9312,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"37",9267,9764,2017,18,15,1,5,1,1,1,3,6111,0,1,21,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"38",9268,9765,2017,27,15,2,11,4,1,2,10,6117,0,3,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"39",9269,9766,2017,21,15,3,13,5,1,1,2,9312,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"40",9270,9767,2017,26,15,1,4,1,1,1,3,210,1420,1,33,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"41",9271,9768,2017,23,15,2,9,3,1,2,10,210,0,3,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"42",9273,9770,2017,32,15,3,15,5,1,2,11,210,0,3,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"43",9274,9771,2017,27,15,3,13,5,1,1,5,7411,0,1,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"44",9275,9772,2017,26,15,3,15,5,1,3,15,7411,0,5,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"45",9276,9773,2017,23,15,1,5,1,1,1,1,7115,0,1,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"46",9277,9775,2017,26,15,3,12,5,1,0,NA,6111,0,0,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"47",9278,9776,2017,31,15,1,7,2,2,3,13,6117,0,5,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"48",9279,9777,2017,35,15,2,9,3,1,1,3,6226,0,1,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"49",9280,9778,2017,25,15,3,13,5,1,1,6,0,0,2,30,0,0,0,0,0,0,"Both unemployed",0,0,0,0,0
"50",9281,9779,2017,25,15,3,13,5,1,1,7,8332,0,1,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"51",9282,9780,2017,27,15,2,11,4,1,1,3,0,0,1,28,0,0,0,0,0,0,"Both unemployed",0,0,0,0,0
"52",9283,9781,2017,25,15,3,13,5,1,3,13,6226,0,5,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"53",9284,9782,2017,26,15,2,11,4,1,2,11,9329,0,3,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"54",9285,9783,2017,24,15,1,4,1,1,1,1,9333,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"55",9286,9784,2017,34,15,2,11,4,1,1,7,6111,9121,1,47,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"56",9287,9785,2017,36,15,1,6,1,1,1,5,8321,0,1,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"57",9288,9786,2017,30,15,3,13,5,1,2,11,8322,1420,3,34,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"58",9289,9787,2017,22,15,2,11,4,1,2,11,5414,0,3,27,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"59",9290,9788,2017,28,15,1,7,2,1,2,11,9312,0,3,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"60",9291,9789,2017,26,15,1,7,2,1,1,7,6117,0,1,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"61",9292,9790,2017,35,15,1,2,1,1,1,6,6117,0,2,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"62",9293,9791,2017,21,15,2,11,4,1,1,5,8322,0,1,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"63",9294,9792,2017,31,15,2,8,3,1,1,1,6117,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"64",9295,9793,2017,37,15,1,7,2,1,2,11,7115,0,3,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"65",9296,9794,2017,26,15,2,9,3,1,1,5,6226,1420,1,28,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"66",9297,9795,2017,25,15,0,NA,0,1,0,NA,6226,0,0,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"67",9298,9797,2017,26,15,2,10,3,1,0,NA,6226,0,0,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"68",9299,9798,2017,34,15,3,15,5,1,2,9,6226,0,3,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"69",9300,9799,2017,35,15,2,10,3,1,0,NA,6226,0,0,43,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"70",9301,9800,2017,31,15,1,5,1,1,1,5,6226,0,1,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"71",9302,9801,2017,26,15,3,15,5,1,3,13,110,1113,5,27,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"72",9303,9802,2017,26,15,3,12,5,1,2,9,210,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"73",9305,9804,2017,22,15,3,15,5,2,3,12,110,0,5,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"74",9307,9806,2017,44,15,1,2,1,1,1,2,6226,0,1,39,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"75",9308,9808,2017,38,15,2,10,3,1,1,2,6226,0,1,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"76",9309,9809,2017,37,15,1,1,1,1,3,15,3512,0,5,36,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"77",9310,9810,2017,22,15,1,4,1,1,1,3,6226,0,1,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"78",9311,9811,2017,33,15,1,1,1,1,1,2,6222,0,1,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"79",9312,9812,2017,42,15,1,3,1,1,1,3,6226,0,1,51,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"80",9314,9815,2017,25,9,3,14,5,1,3,15,3313,0,5,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"81",9315,9816,2017,26,9,2,10,3,1,1,3,9329,0,1,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"82",9316,9817,2017,36,9,2,11,4,1,2,11,8321,9520,3,52,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"83",9317,9818,2017,45,9,3,15,5,1,2,10,8321,2341,3,45,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"84",9318,9819,2017,35,9,3,15,5,1,3,15,1113,0,5,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"85",9319,9820,2017,25,9,3,15,5,1,3,12,0,2221,5,25,0,0,0,0,0,1,"Female only Employed",0,0,0,0,1
"86",9320,9821,2017,36,9,3,15,5,1,3,13,1113,1420,5,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"87",9321,9822,2017,31,9,2,11,4,1,1,4,9329,0,1,42,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"88",9322,9823,2017,20,9,2,10,3,1,2,9,6226,0,3,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"89",9323,9824,2017,26,9,3,14,5,1,2,11,6226,0,3,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"90",9324,9826,2017,29,9,3,15,5,1,3,15,5412,2635,5,35,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"91",9325,9827,2017,39,9,3,12,5,1,3,15,1113,0,5,43,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"92",9326,9828,2017,18,9,2,10,3,1,2,9,8321,0,3,23,1,1,1,1,1,0,"Male only Employed",1,1,3,1,0
"93",9327,9829,2017,27,9,3,12,5,1,1,7,9312,0,1,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"94",9328,9830,2017,35,9,3,15,5,1,3,15,9312,0,5,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"95",9329,9831,2017,39,9,2,9,3,1,3,13,9312,0,5,42,0,1,1,0,1,0,"Male only Employed",1,1,1,1,0
"96",9330,9832,2017,25,9,2,9,3,1,3,13,9329,0,5,45,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"97",9331,9833,2017,33,9,3,12,5,1,3,12,8350,0,5,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"98",9333,9835,2017,35,9,1,5,1,1,1,1,6226,9520,1,41,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"99",9334,9836,2017,32,9,1,1,1,1,1,1,6226,0,1,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"100",9336,9838,2017,27,9,1,7,2,1,1,7,6226,6113,1,33,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"101",9338,9840,2017,30,9,1,7,2,1,1,7,9520,9520,1,41,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"102",9339,9841,2017,34,9,2,9,3,1,1,1,7115,0,1,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"103",9340,9842,2017,28,9,3,15,5,1,3,15,1211,0,5,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"104",9341,9843,2017,42,9,0,NA,0,1,2,9,7115,0,3,49,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"105",9342,9844,2017,34,9,3,15,5,1,3,15,2341,0,5,38,1,0,0,0,1,0,"Male only Employed",0,1,1,1,0
"106",9344,9847,2017,22,15,3,12,5,1,2,11,9329,0,3,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"107",9345,9848,2017,24,15,2,10,3,1,2,11,6226,0,3,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"108",9346,9849,2017,40,15,1,1,1,1,1,2,6111,6113,1,31,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"109",9347,9850,2017,48,15,1,6,1,1,0,NA,6111,9214,0,48,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"110",9351,9854,2017,39,15,0,NA,0,1,0,NA,6111,0,0,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"111",9352,9855,2017,43,15,1,7,2,1,1,7,6111,9214,1,55,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"112",9353,9856,2017,35,15,2,10,3,1,2,10,6111,0,3,40,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"113",9354,9857,2017,28,15,2,11,4,1,1,7,6111,1420,1,28,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"114",9355,9858,2017,36,15,0,NA,0,1,0,NA,6111,0,0,46,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"115",9356,9859,2017,24,15,2,11,4,1,1,2,8321,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"116",9357,9860,2017,30,15,1,4,1,1,0,NA,6112,0,0,57,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"117",9358,9861,2017,38,15,1,4,1,1,1,3,6116,0,1,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"118",9359,9862,2017,32,15,1,7,2,1,1,5,6111,6113,1,33,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"119",9360,9863,2017,26,15,1,4,1,1,1,3,6111,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"120",9361,9864,2017,24,15,2,10,3,1,1,7,8321,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"121",9362,9865,2017,19,15,1,4,1,1,1,1,6111,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"122",9363,9866,2017,23,15,2,11,4,1,1,2,6111,1420,1,23,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"123",9364,9867,2017,22,15,1,4,1,1,1,5,6112,1420,1,22,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"124",9365,9868,2017,18,15,3,14,5,1,1,7,8321,0,1,18,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"125",9366,9869,2017,24,15,2,11,4,1,1,7,8322,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"126",9367,9870,2017,24,15,0,NA,0,1,1,6,6113,0,2,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"127",9368,9871,2017,32,15,2,9,3,1,2,8,6111,0,3,56,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"128",9369,9872,2017,18,15,1,6,1,1,1,3,9214,0,1,17,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"129",9370,9873,2017,24,15,2,8,3,1,2,11,8322,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"130",9371,9874,2017,25,15,1,6,1,1,0,NA,6111,0,0,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"131",9372,9875,2017,38,15,1,4,1,1,1,3,8322,0,1,45,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"132",9373,9876,2017,35,15,1,5,1,1,1,2,0,0,1,32,0,0,0,0,0,0,"Both unemployed",0,0,0,0,0
"133",9374,9877,2017,32,15,1,2,1,1,2,11,2330,0,3,49,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"134",9375,9878,2017,21,15,2,11,4,1,2,11,0,0,3,20,0,0,0,0,0,0,"Both unemployed",0,0,0,0,0
"135",9377,9880,2017,18,15,1,6,1,1,1,6,5230,0,2,95,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"136",9379,9882,2017,41,15,1,2,1,1,1,2,7115,9111,1,95,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"137",9380,9883,2017,43,15,0,NA,0,1,0,NA,6112,9111,0,95,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"138",9381,9884,2017,18,15,1,4,1,1,1,3,6111,9213,1,23,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"139",9382,9885,2017,30,15,1,7,2,1,1,7,6111,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"140",9383,9886,2017,33,15,1,4,1,1,1,2,9312,5153,1,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"141",9384,9887,2017,23,15,3,15,5,1,1,7,0,0,1,26,0,0,0,0,0,0,"Both unemployed",0,0,0,0,0
"142",9385,9888,2017,32,15,3,13,5,1,1,7,8321,0,1,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"143",9386,9889,2017,34,15,3,13,5,1,2,11,9520,0,3,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"144",9387,9890,2017,39,15,0,NA,0,1,0,NA,0,9111,0,50,0,0,0,0,0,1,"Female only Employed",0,0,0,0,1
"145",9388,9891,2017,29,15,3,12,5,1,2,10,6112,0,3,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"146",9389,9892,2017,38,15,2,11,4,1,2,11,7115,0,3,47,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"147",9390,9893,2017,32,15,3,12,5,1,3,12,7115,0,5,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"148",9391,9894,2017,20,15,2,9,3,1,2,8,9329,0,3,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"149",9392,9895,2017,34,15,3,12,5,1,3,13,6226,7512,5,38,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"150",9393,9896,2017,25,15,3,15,5,1,1,3,8322,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"151",9394,9898,2017,39,15,2,11,4,1,2,11,6226,0,3,39,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"152",9395,9899,2017,36,15,3,12,5,1,3,13,1420,1420,5,38,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"153",9396,9900,2017,20,15,2,11,4,1,1,6,5221,0,2,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"154",9397,9901,2017,21,15,2,9,3,1,1,7,6112,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"155",9398,9902,2017,28,15,2,11,4,1,1,3,6112,0,1,29,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"156",9400,9904,2017,23,15,2,11,4,1,2,11,8321,0,3,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"157",9401,9905,2017,39,15,2,11,4,1,1,7,6111,0,1,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"158",9402,9906,2017,39,15,1,2,1,1,2,8,8321,0,3,41,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"159",9403,9907,2017,25,15,1,7,2,1,1,7,6113,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"160",9404,9908,2017,33,15,2,9,3,1,1,2,6226,0,1,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"161",9405,9909,2017,35,15,2,11,4,1,0,NA,6112,9213,0,35,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"162",9406,9910,2017,30,15,0,NA,0,1,0,NA,6112,0,0,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"163",9407,9911,2017,33,15,2,11,4,1,1,2,6112,0,1,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"164",9409,9913,2017,38,15,1,5,1,1,1,4,6111,9211,1,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"165",9411,9915,2017,22,15,2,9,3,1,2,8,6112,9213,3,22,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"166",9413,9917,2017,34,15,3,14,5,1,1,7,6310,0,1,30,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"167",9414,9918,2017,25,15,3,15,5,1,2,10,6113,0,3,23,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"168",9415,9919,2017,24,15,1,4,1,1,2,10,5211,0,3,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"169",9416,9920,2017,40,15,3,15,5,1,2,11,8322,0,3,58,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"170",9418,9922,2017,30,15,3,15,5,1,1,7,9211,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"171",9419,9923,2017,29,15,2,10,3,1,2,10,6111,1420,3,39,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"172",9420,9924,2017,37,15,2,11,4,1,3,15,8322,0,5,45,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"173",9421,9925,2017,24,15,2,9,3,1,1,4,6111,0,1,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"174",9423,9927,2017,23,15,2,11,4,1,1,1,6113,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"175",9424,9928,2017,28,15,1,7,2,1,3,14,8321,1420,5,38,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"176",9425,9929,2017,24,15,1,7,2,1,1,2,6113,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"177",9426,9930,2017,33,15,1,5,1,1,1,5,6113,1420,1,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"178",9427,9931,2017,35,15,0,NA,0,1,1,5,6115,7512,1,37,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"179",9428,9932,2017,34,15,2,11,4,1,1,4,6111,0,1,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"180",9429,9933,2017,28,15,1,7,2,1,1,4,9213,0,1,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"181",9430,9934,2017,35,15,2,11,4,1,2,10,9211,0,3,38,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"182",9431,9935,2017,25,15,2,11,4,1,1,7,9329,0,1,35,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"183",9432,9936,2017,37,15,1,7,2,1,2,11,9213,0,3,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"184",9433,9937,2017,20,15,1,4,1,1,1,5,6111,0,1,26,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"185",9434,9938,2017,21,15,1,5,1,1,2,10,9329,0,3,32,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"186",9435,9939,2017,26,15,1,4,1,1,1,3,6226,0,1,36,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"187",9436,9940,2017,29,15,1,7,2,1,1,3,6226,0,1,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"188",9437,9941,2017,29,15,1,7,2,1,1,3,6111,0,1,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"189",9439,9943,2017,19,15,1,3,1,1,1,3,6111,0,1,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"190",9440,9944,2017,20,15,2,8,3,1,1,3,6226,0,1,22,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"191",9441,9945,2017,19,15,1,6,1,1,1,7,6113,0,1,24,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"192",9442,9946,2017,23,15,1,5,1,1,1,2,6111,0,1,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"193",9444,9948,2017,39,15,2,10,3,1,3,12,5223,1412,5,46,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"194",9445,9949,2017,30,15,2,9,3,1,2,9,6113,0,3,34,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"195",9446,9950,2017,41,15,3,15,5,1,2,11,6111,5230,3,40,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"196",9447,9951,2017,27,15,3,14,5,1,3,15,5412,0,5,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"197",9448,9952,2017,37,15,3,15,5,1,1,7,6111,0,1,37,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"198",9449,9953,2017,26,15,1,7,2,1,1,7,5249,0,1,47,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"199",9450,9954,2017,19,15,2,10,3,1,1,5,6112,1420,1,21,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"200",9451,9955,2017,27,15,3,13,5,1,3,15,8322,1221,5,30,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"201",9452,9956,2017,27,15,2,11,4,1,2,11,6112,0,3,27,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"202",9453,9957,2017,27,15,3,15,5,1,2,11,8322,0,3,28,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"203",9454,9958,2017,25,15,3,14,5,1,1,7,6111,0,1,25,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"204",9455,9959,2017,42,15,3,15,5,1,3,15,3435,2341,5,41,0,0,0,0,1,1,"Both employed",0,0,0,1,1
"205",9456,9960,2017,32,15,3,14,5,1,3,12,6111,0,5,33,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
"206",9457,9961,2017,23,15,1,2,1,1,1,3,1420,0,1,31,0,0,0,0,1,0,"Male only Employed",0,0,0,1,0
