"","CASEID","V000","V001","V002","V003","V004","V005","V006","V007","V008","V008A","V009","V010","V011","V012","V013","V024","V101","V106","V107","V149","V190","V191","V190A","V191A","V501","V502","V503","V504","V505","V506","V701","V702","V704","V704A","V705","V714","V714A","V715","V716","V717","V719","V721","V729","V730","V731","V732","V739","V740","V741","V743A","V743B","V743C","V743D","V743E","V743F","V744A","V744B","V744C","V744D","V744E","V745A","V745B","V745C","V745D","V746","D005","D101A","D101B","D101C","D101D","D101E","D101F","D101G","D101H","D101I","D101J","D102","D103A","D103B","D103C","D103D","D103E","D103F","D103G","D104","D105A","D105B","D105C","D105D","D105E","D105F","D105G","D105H","D105I","D105J","D105K","D105L","D105M","D105N","D106","D107","D108","D109","D110A","D110B","D110C","D110D","D110E","D110F","D110G","D110H","D111","D112","D112A","D113","D114"
"1444","    03320002  2","PH7",332,2,2,332,1403177,9,2017,1413,42983,11,1982,995,34,4,13,13,3,15,5,5,140604,4,96098,1,1,1,1,1,NA,3,15,3333,1,1,0,0,15,4311,2,3,NA,5,34,1,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,3,1053731,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1445","    03320003  2","PH7",332,3,2,332,1403177,9,2017,1413,42982,8,1984,1016,33,4,13,13,3,13,5,4,93500,4,46123,1,1,1,1,1,NA,3,15,2142,1,1,0,0,15,0,0,NA,NA,5,33,0,NA,NA,NA,NA,2,2,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,1053731,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1446","    03320004  2","PH7",332,4,2,332,1403177,9,2017,1413,42982,4,1988,1060,29,3,13,13,3,15,5,4,108345,4,61872,1,1,1,1,1,NA,3,15,5414,1,3,0,0,15,0,0,NA,NA,5,32,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,1053731,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1447","    03320006  2","PH7",332,6,2,332,1403177,9,2017,1413,42983,4,1987,1048,30,4,13,13,3,13,5,5,122769,4,77176,1,1,1,1,1,NA,3,15,8350,1,8,0,0,15,0,0,NA,NA,5,30,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,1053731,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1448","    03320010  2","PH7",332,10,2,332,1403177,9,2017,1413,42989,11,1981,983,35,5,13,13,2,11,4,4,93935,4,46585,1,1,1,1,1,NA,2,11,9334,1,9,1,NA,11,5211,3,1,NA,3,39,2,2,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,3,1053731,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1449","    03330002  3","PH7",333,2,3,333,1835778,9,2017,1413,42992,7,1982,991,35,5,13,13,3,14,5,4,80762,3,32609,1,1,1,1,1,NA,2,11,8322,1,8,1,NA,11,9329,9,3,NA,3,27,2,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,3,1378595,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1450","    03350001  2","PH7",335,1,2,335,1769224,9,2017,1413,42993,12,1978,948,38,5,13,13,3,15,5,5,230468,5,191438,1,1,1,1,1,NA,3,15,4132,1,2,1,NA,15,1211,1,3,NA,5,44,2,1,2,NA,1,1,2,NA,2,NA,2,0,0,0,0,0,2,2,NA,NA,3,1328616,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1451","    03360002  2","PH7",336,2,2,336,2024347,9,2017,1413,42991,2,1990,1082,27,3,13,13,2,11,4,1,-97038,1,-156027,1,1,1,1,1,NA,1,1,5212,1,3,0,0,1,0,0,NA,NA,1,27,0,NA,NA,NA,NA,2,4,NA,4,NA,4,0,0,0,0,0,0,0,NA,NA,NA,1520204,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1452","    03360003  2","PH7",336,3,2,336,2024347,9,2017,1413,42991,8,1995,1148,22,2,13,13,2,11,4,4,60970,3,11611,1,1,1,1,1,NA,1,7,9520,1,9,0,0,7,0,0,NA,NA,1,22,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,1520204,1,0,0,0,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1453","    03360006  2","PH7",336,6,2,336,2024347,9,2017,1413,42991,11,1986,1043,30,4,13,13,2,11,4,4,83764,3,35793,1,1,1,1,1,NA,3,12,4412,1,2,0,0,12,0,0,NA,NA,5,30,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,3,3,NA,NA,NA,1520204,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1454","    03360008  1","PH7",336,8,1,336,2024347,9,2017,1413,42991,5,1988,1061,29,3,13,13,2,11,4,3,-7071,2,-60577,1,1,1,1,1,NA,2,11,8321,1,8,1,NA,11,1420,1,1,NA,3,30,2,1,2,NA,1,1,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,2,1520204,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1455","    03360009  2","PH7",336,9,2,336,2024347,9,2017,1413,42991,7,1980,967,37,5,13,13,2,11,4,3,45162,3,-5161,1,1,1,1,1,NA,1,7,3114,1,1,0,0,7,0,0,NA,NA,1,37,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,1520204,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1456","    03360011  2","PH7",336,11,2,336,2024347,9,2017,1413,42991,2,1993,1118,24,2,13,13,2,11,4,5,144480,4,100210,1,1,1,1,1,NA,3,13,5221,1,7,0,0,13,0,0,NA,NA,5,24,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,1520204,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1457","    03360013  2","PH7",336,13,2,336,2024347,9,2017,1413,42991,2,1978,938,39,5,13,13,2,10,3,5,140745,4,96247,1,1,1,1,1,NA,2,10,5414,1,3,1,NA,10,4213,2,3,NA,3,47,2,1,2,NA,1,1,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","    03360015  4","PH7",336,15,4,336,2024347,9,2017,1413,42991,4,1990,1084,27,3,13,13,2,11,4,4,94784,4,47485,1,1,1,1,1,NA,1,7,9520,1,9,0,0,7,0,0,NA,NA,1,31,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","    03360019  2","PH7",336,19,2,336,2024347,9,2017,1413,42991,4,1988,1060,29,3,13,13,3,12,5,5,179068,5,136905,1,1,1,1,1,NA,3,14,0,0,0,0,0,14,0,0,NA,NA,5,27,0,NA,NA,NA,NA,2,2,NA,2,NA,7,0,0,0,0,0,0,0,NA,NA,NA,1520204,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1460","    03370006  2","PH7",337,6,2,337,1175785,9,2017,1413,42989,3,1988,1059,29,3,13,13,3,15,5,5,118752,4,72914,1,1,1,1,1,NA,3,15,4212,1,2,0,0,15,1211,1,3,NA,5,29,1,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,3,882968,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1461","    03370010  2","PH7",337,10,2,337,1175785,9,2017,1413,42989,2,1995,1142,22,2,13,13,3,14,5,4,56119,3,6463,2,1,1,1,1,NA,3,12,5414,1,3,0,0,12,4222,2,3,NA,5,28,1,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,1,882968,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1462","    03370011  2","PH7",337,11,2,337,1175785,9,2017,1413,42989,12,1973,888,43,6,13,13,2,9,3,4,96644,4,49459,1,1,1,1,1,NA,1,3,9520,1,9,1,NA,3,5212,3,3,NA,1,44,2,1,1,NA,1,2,2,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","    03370022  2","PH7",337,22,2,337,1175785,9,2017,1413,42985,10,1982,994,34,4,13,13,2,11,4,3,47334,3,-2856,2,1,1,1,1,NA,2,11,9312,1,9,0,0,11,0,0,NA,NA,3,41,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,882968,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1465","    03380007  2","PH7",338,7,2,338,1583357,9,2017,1413,42987,10,1991,1102,25,3,13,13,2,11,4,3,10861,2,-41552,2,1,1,1,1,NA,2,11,8322,1,8,0,0,11,0,0,NA,NA,3,29,0,NA,NA,NA,NA,2,4,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,1173374,1,0,1,0,0,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1466","    03380017  2","PH7",338,17,2,338,1583357,9,2017,1413,42990,8,1984,1016,33,4,13,13,2,11,4,3,5854,2,-46865,2,1,2,1,1,NA,1,7,8211,1,8,0,0,7,8211,8,2,NA,1,29,1,2,1,NA,1,1,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","    03380018  2","PH7",338,18,2,338,1583357,9,2017,1413,42990,9,1990,1089,27,3,13,13,2,11,4,4,79326,3,31085,2,1,1,1,1,NA,2,11,7421,1,8,0,0,11,9321,9,2,NA,3,34,1,2,2,NA,1,1,4,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,3,1173374,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1468","    03390004  2","PH7",339,4,2,339,488579,9,2017,1413,42994,8,1978,944,39,5,13,13,3,13,5,4,111172,4,64872,1,1,1,1,1,NA,3,15,5412,1,3,0,0,15,0,0,NA,NA,5,39,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,362070,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1469","    03390005  5","PH7",339,5,5,339,488579,9,2017,1413,42992,6,1987,1050,30,4,13,13,3,15,5,5,148086,5,104035,2,1,1,1,1,NA,3,12,7212,1,8,1,NA,12,1420,1,2,NA,5,29,2,1,2,NA,1,1,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,1,362070,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1470","    03390009  2","PH7",339,9,2,339,488579,9,2017,1413,42993,5,1988,1061,29,3,13,13,2,11,4,3,29842,2,-21415,2,1,1,1,1,NA,2,11,9321,1,9,0,0,11,0,0,NA,NA,3,26,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,362070,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1471","    03390016  2","PH7",339,16,2,339,488579,9,2017,1413,42992,8,1991,1100,26,3,13,13,2,11,4,3,52023,3,2119,1,1,1,1,1,NA,3,14,8171,1,8,0,0,14,0,0,NA,NA,5,30,0,NA,NA,NA,NA,1,2,NA,2,NA,2,0,8,0,0,0,0,0,NA,NA,NA,362070,1,0,0,0,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1472","    03390020  2","PH7",339,20,2,339,488579,9,2017,1413,42993,3,1987,1047,30,4,13,13,2,11,4,4,111722,4,65456,1,1,1,1,1,NA,1,2,5141,1,7,0,0,2,0,0,NA,NA,1,37,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,362070,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1473","    03390021  2","PH7",339,21,2,339,488579,9,2017,1413,42993,12,1992,1116,24,2,13,13,3,13,5,4,82077,3,34004,1,1,1,1,1,NA,2,11,4214,1,2,0,0,11,5141,7,2,NA,3,24,1,2,1,NA,1,2,1,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,2,362070,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1474","    03390022  2","PH7",339,22,2,339,488579,9,2017,1413,42995,5,1994,1133,23,2,13,13,3,13,5,3,47071,3,-3136,1,1,1,1,1,NA,2,11,5242,1,7,1,NA,11,5212,3,1,NA,3,23,2,2,1,NA,2,1,2,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,2,362070,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1476","    03400015  2","PH7",340,15,2,340,2221224,9,2017,1413,42989,11,1997,1175,19,1,13,13,2,11,4,3,14733,2,-37445,2,1,1,1,1,NA,3,12,5131,1,7,0,0,12,0,0,NA,NA,5,23,0,NA,NA,NA,NA,1,1,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,1646076,0,0,0,0,1,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1477","    03410002  2","PH7",341,2,2,341,818822,9,2017,1413,42994,12,1986,1044,30,4,13,13,3,15,5,4,74836,3,26321,1,1,1,1,1,NA,3,15,8211,1,8,0,0,15,0,0,NA,NA,5,25,0,NA,NA,NA,NA,1,2,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,606802,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1478","    03410003  2","PH7",341,3,2,341,818822,9,2017,1413,42994,12,1979,960,37,5,13,13,2,11,4,4,94294,4,46966,2,1,2,1,1,NA,2,11,8331,1,8,0,0,11,0,0,NA,NA,3,43,0,NA,NA,NA,NA,1,2,NA,1,NA,4,0,0,0,0,0,0,0,NA,NA,NA,606802,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1479","    03410010  2","PH7",341,10,2,341,818822,9,2017,1413,42996,12,1989,1080,27,3,13,13,2,10,3,1,-129114,1,-190058,2,1,2,1,1,NA,1,5,9329,1,9,0,0,5,0,0,NA,NA,1,26,0,NA,NA,NA,NA,1,4,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,606802,1,1,0,0,1,NA,NA,NA,NA,NA,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,1,1
"1480","    03410020  2","PH7",341,20,2,341,818822,9,2017,1413,42998,3,1982,987,35,5,13,13,3,15,5,4,86178,3,38354,1,1,1,1,1,NA,3,12,5222,1,7,1,NA,12,4132,2,2,NA,5,30,2,1,1,NA,1,1,2,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,3,1213603,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1483","    03430001  2","PH7",343,1,2,343,1447641,9,2017,1413,42998,10,1980,970,36,5,13,13,2,11,4,4,109099,4,62673,1,1,1,1,1,NA,2,11,4321,1,2,1,NA,11,9329,9,2,NA,3,41,2,1,2,NA,1,2,2,NA,2,NA,2,0,8,0,0,0,2,0,NA,NA,1,1072799,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1484","    03430017  2","PH7",343,17,2,343,1447641,9,2017,1413,42996,12,1982,996,34,4,13,13,2,11,4,4,108787,4,62342,2,1,1,1,1,NA,1,5,8321,1,8,0,0,5,0,0,NA,NA,1,43,0,NA,NA,NA,NA,1,2,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,1072799,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1485","    03430019  2","PH7",343,19,2,343,1447641,9,2017,1413,43002,4,1990,1084,27,3,13,13,2,8,3,4,68583,3,19687,2,1,1,1,1,NA,2,8,8331,1,8,0,0,8,0,0,NA,NA,3,44,0,NA,NA,NA,NA,1,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,1072799,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1486","    03440007  4","PH7",344,7,4,344,737392,9,2017,1413,42983,12,1989,1080,27,3,13,13,2,11,4,5,126407,4,81035,2,1,1,1,1,NA,2,11,9329,1,9,0,0,11,5221,7,2,NA,3,30,1,2,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,2,546457,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1487","    03440015  2","PH7",344,15,2,344,737392,9,2017,1413,42983,9,1979,957,38,5,13,13,2,11,4,4,56690,3,7070,1,1,1,1,1,NA,2,11,5120,1,7,0,0,11,0,0,NA,NA,3,35,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,546457,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1488","    03440016  1","PH7",344,16,1,344,737392,9,2017,1413,42985,2,1990,1082,27,3,13,13,2,11,4,4,65256,3,16158,2,1,2,2,1,NA,3,13,3113,1,1,1,NA,13,5223,7,2,NA,5,35,2,2,1,NA,1,1,2,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,2,546457,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1489","    03440018  3","PH7",344,18,3,344,737392,9,2017,1413,42984,2,1994,1130,23,2,13,13,3,12,5,4,64571,3,15430,2,1,1,1,1,NA,3,13,4222,1,2,0,0,13,0,0,NA,NA,5,28,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,546457,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"1490","    03440020  2","PH7",344,20,2,344,737392,9,2017,1413,42985,6,1986,1038,31,4,13,13,3,12,5,3,40695,3,-9900,1,1,1,1,1,NA,2,11,5414,1,3,1,1,11,5230,7,2,NA,3,32,3,1,1,NA,1,1,2,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,2,546457,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1491","    03450001  2","PH7",345,1,2,345,2189557,9,2017,1413,42989,9,1987,1053,30,4,13,13,1,7,2,3,5146,2,-47616,2,1,1,1,1,NA,2,10,7115,1,8,0,0,10,0,0,NA,NA,3,50,0,NA,NA,NA,NA,2,4,NA,2,NA,2,0,0,8,0,0,0,0,NA,NA,NA,1622609,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"1492","    03450011  1","PH7",345,11,1,345,2189557,9,2017,1413,42987,5,1981,977,36,5,13,13,2,10,3,3,32558,2,-18533,1,1,1,1,1,NA,2,11,8322,1,8,0,0,11,0,0,NA,NA,3,38,0,NA,NA,NA,NA,1,1,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","    03450016  2","PH7",345,16,2,345,2189557,9,2017,1413,42985,9,1980,969,37,5,13,13,2,11,4,5,126216,4,80833,1,1,1,1,1,NA,3,13,3312,1,1,0,0,13,0,0,NA,NA,5,36,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,NA,1622609,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
