"","CASEID","V000","V001","V002","V003","V004","V005","V006","V007","V008","V008A","V009","V010","V011","V012","V013","V024","V101","V106","V107","V149","V190","V191","V190A","V191A","V501","V502","V503","V504","V505","V506","V701","V702","V704","V704A","V705","V714","V714A","V715","V716","V717","V719","V721","V729","V730","V731","V732","V739","V740","V741","V743A","V743B","V743C","V743D","V743E","V743F","V744A","V744B","V744C","V744D","V744E","V745A","V745B","V745C","V745D","V746","D005","D101A","D101B","D101C","D101D","D101E","D101F","D101G","D101H","D101I","D101J","D102","D103A","D103B","D103C","D103D","D103E","D103F","D103G","D104","D105A","D105B","D105C","D105D","D105E","D105F","D105G","D105H","D105I","D105J","D105K","D105L","D105M","D105N","D106","D107","D108","D109","D110A","D110B","D110C","D110D","D110E","D110F","D110G","D110H","D111","D112","D112A","D113","D114"
"4867","    10150002  2","PH7",1015,2,2,1015,1029818,10,2017,1414,43015,1,1990,1081,27,3,9,9,1,7,2,1,-130739,1,-114256,1,1,1,1,1,NA,1,3,6112,1,4,0,0,3,6112,4,3,NA,1,37,1,1,NA,NA,0,1,1,NA,1,NA,1,0,0,0,0,0,1,1,NA,NA,NA,731238,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4868","    10150003  4","PH7",1015,3,4,1015,1029818,10,2017,1414,43016,11,1999,1199,17,1,9,9,1,5,1,1,-161734,1,-147567,1,1,1,1,1,NA,1,4,9213,1,4,0,0,4,0,0,NA,NA,1,32,0,NA,NA,NA,NA,1,2,NA,2,NA,2,8,8,8,8,8,0,0,NA,NA,NA,731238,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1
"4869","    10150004  2","PH7",1015,4,2,1015,1029818,10,2017,1414,43015,1,1986,1033,31,4,9,9,0,NA,0,1,-163754,1,-149738,1,1,2,1,1,NA,1,3,6111,1,4,1,NA,3,9211,4,3,NA,1,29,2,2,NA,NA,0,4,4,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,731238,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4870","    10150011  2","PH7",1015,11,2,1015,1029818,10,2017,1414,43013,7,1979,955,38,5,9,9,1,3,1,1,-175694,1,-162570,1,1,1,1,1,NA,1,3,9213,1,4,0,0,3,0,0,NA,NA,1,37,0,NA,NA,NA,NA,1,2,NA,2,NA,1,1,1,0,0,0,3,3,NA,NA,NA,731238,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4872","    10160002  2","PH7",1016,2,2,1016,366734,8,2017,1412,42973,11,1972,875,44,6,9,9,1,1,1,1,-118665,1,-101279,1,1,1,1,1,NA,1,1,6111,1,4,0,0,1,0,0,NA,NA,1,50,0,NA,NA,NA,NA,2,2,NA,2,NA,2,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4874","    10160023  2","PH7",1016,23,2,1016,366734,8,2017,1412,42972,3,1975,903,42,6,9,9,3,12,5,5,135180,5,171533,1,1,1,1,1,NA,3,14,1113,1,1,0,0,14,0,0,NA,NA,5,43,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4875","    10170003  2","PH7",1017,3,2,1017,1566953,9,2017,1413,43000,1,1995,1141,22,2,9,9,2,9,3,1,-174029,1,-160781,1,1,1,1,1,NA,2,11,6226,1,4,0,0,11,0,0,NA,NA,3,25,0,NA,NA,NA,NA,1,4,NA,1,NA,4,0,0,0,0,0,2,0,NA,NA,NA,1112638,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
"4876","    10170007  6","PH7",1017,7,6,1017,1566953,9,2017,1413,42998,6,1997,1170,20,2,9,9,2,9,3,3,7570,3,34388,2,1,1,1,1,NA,2,11,6226,1,4,0,0,11,0,0,NA,NA,3,20,0,NA,NA,NA,NA,1,2,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,2307694,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0
"4877","    10170008  2","PH7",1017,8,2,1017,1566953,9,2017,1413,42998,9,1978,945,39,5,9,9,2,9,3,1,-82934,2,-62879,1,1,1,1,1,NA,2,9,6115,1,4,0,0,9,0,0,NA,NA,3,42,0,NA,NA,NA,NA,1,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,NA,2307694,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4878","    10170018  2","PH7",1017,18,2,1017,1566953,9,2017,1413,42998,11,1987,1055,29,3,9,9,2,11,4,2,-56397,2,-34359,1,1,1,1,1,NA,1,7,9312,1,9,0,0,7,0,0,NA,NA,1,28,0,NA,NA,NA,NA,4,4,NA,1,NA,2,1,0,0,0,0,1,0,NA,NA,NA,1112638,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,2,0,0,0,NA,NA,NA,0,0,1,1,0,0,NA,0,0,0,0,NA,0,0,NA,1,2
"4879","    10170021  2","PH7",1017,21,2,1017,1566953,9,2017,1413,42998,7,1979,955,38,5,9,9,3,12,5,1,-77932,2,-57502,1,1,1,1,1,NA,1,7,6226,1,4,0,0,7,0,0,NA,NA,1,40,0,NA,NA,NA,NA,1,2,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,NA,1112638,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4880","    10180003  4","PH7",1018,3,4,1018,596405,9,2017,1413,42991,6,1998,1182,19,1,9,9,2,7,3,1,-161922,1,-147769,1,1,1,1,1,NA,2,7,6112,2,4,1,NA,7,5211,3,3,NA,3,22,2,3,NA,NA,0,1,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,423487,0,0,0,1,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,NA,0,0,1,0,NA,1,0,NA,1,2
"4881","    10180017  2","PH7",1018,17,2,1018,596405,9,2017,1413,42992,6,1992,1110,25,3,9,9,2,11,4,1,-208017,1,-197309,1,1,1,1,1,NA,1,2,6112,1,4,1,NA,2,9213,4,3,NA,1,35,2,2,NA,NA,0,1,1,NA,1,NA,1,0,0,0,0,0,2,0,NA,NA,NA,423487,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4882","    10180018  2","PH7",1018,18,2,1018,596405,9,2017,1413,42993,8,1993,1124,24,2,9,9,1,4,1,1,-187385,1,-175135,2,1,1,1,1,NA,1,1,6112,1,4,1,NA,1,6112,4,3,NA,1,27,2,1,NA,NA,0,2,2,NA,2,NA,2,0,0,0,0,0,1,1,NA,NA,NA,423487,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4883","    10180022  2","PH7",1018,22,2,1018,596405,9,2017,1413,42994,1,1978,937,39,5,9,9,0,NA,0,1,-212297,1,-201907,1,1,1,1,1,NA,1,3,9211,1,4,0,0,3,0,0,NA,NA,1,41,0,NA,NA,NA,NA,1,4,NA,1,NA,4,0,0,0,0,0,0,0,NA,NA,NA,423487,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4884","    10180023  2","PH7",1018,23,2,1018,596405,9,2017,1413,42991,3,1978,939,39,5,9,9,1,7,2,1,-115774,1,-98173,2,1,2,1,1,NA,1,7,6112,1,4,1,NA,7,1420,1,3,NA,1,24,2,3,NA,NA,0,1,1,NA,1,NA,1,1,0,0,0,0,1,0,NA,NA,NA,423487,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4885","    10190001  2","PH7",1019,1,2,1019,1808673,8,2017,1412,42961,1,1991,1093,26,3,9,9,2,10,3,1,-123027,1,-105968,2,1,1,1,1,NA,2,9,8321,1,8,0,0,9,0,0,NA,NA,3,28,0,NA,NA,NA,NA,4,4,NA,4,NA,4,0,0,0,0,0,0,0,NA,NA,NA,1358567,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4886","    10190006  2","PH7",1019,6,2,1019,1808673,8,2017,1412,42961,2,1982,986,35,5,9,9,3,15,5,4,87862,5,120680,1,1,1,1,1,NA,2,11,6111,1,4,1,NA,11,6111,4,1,NA,3,45,2,2,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,3,1,NA,NA,1,1358567,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4887","    10190011  2","PH7",1019,11,2,1019,1808673,8,2017,1412,42961,8,1983,1004,34,4,9,9,2,11,4,3,17315,4,44861,1,1,1,1,1,NA,1,7,3131,1,1,1,NA,7,9111,6,2,NA,1,37,2,1,1,NA,1,4,4,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,2,2740140,1,0,0,0,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4888","    10190020  2","PH7",1019,20,2,1019,1808673,8,2017,1412,42966,9,1973,885,43,6,9,9,1,6,1,1,-99408,1,-80584,1,1,2,1,1,NA,1,1,7115,1,8,1,NA,1,9111,6,2,NA,1,43,2,2,2,NA,2,1,4,NA,2,NA,4,0,1,0,0,0,3,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4889","    10190022  2","PH7",1019,22,2,1019,1808673,8,2017,1412,42971,6,1980,966,37,5,9,9,2,8,3,3,35743,4,64666,1,1,1,1,1,NA,2,11,9213,1,4,1,NA,11,9213,4,2,NA,3,42,2,2,4,NA,1,4,4,NA,4,NA,4,0,0,0,0,0,3,0,NA,NA,2,1358567,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4890","    10200009  1","PH7",1020,9,1,1020,1178932,8,2017,1412,42971,11,1994,1139,22,2,9,9,1,5,1,1,-149780,1,-134719,1,1,1,2,1,NA,1,4,5212,1,3,0,0,4,0,0,NA,NA,1,24,0,NA,NA,NA,NA,4,4,NA,4,NA,4,0,0,0,0,0,0,0,NA,NA,NA,885544,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4891","    10200016  2","PH7",1020,16,2,1020,1178932,8,2017,1412,42969,4,1979,952,38,5,9,9,2,11,4,1,-84450,2,-64508,1,1,1,1,1,NA,2,11,5414,1,3,1,NA,11,5211,3,3,NA,3,55,2,2,NA,NA,0,1,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,885544,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4892","    10200021  2","PH7",1020,21,2,1020,1178932,8,2017,1412,42969,4,1973,880,44,6,9,9,1,7,2,1,-127388,1,-110655,1,1,1,1,1,NA,1,7,9211,1,4,1,NA,7,7531,8,3,NA,1,45,2,2,1,NA,1,1,2,NA,2,NA,2,0,1,0,0,0,0,0,NA,NA,2,1786083,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4894","    10200024  2","PH7",1020,24,2,1020,1178932,8,2017,1412,42969,10,1971,862,45,7,9,9,2,11,4,2,-38449,3,-15070,1,1,1,1,1,NA,2,11,9331,1,9,0,0,11,0,0,NA,NA,3,53,0,NA,NA,NA,NA,1,2,NA,2,NA,1,1,1,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4895","    10210002  4","PH7",1021,2,4,1021,413725,9,2017,1413,42983,8,1992,1112,25,3,9,9,1,2,1,1,-73605,2,-52853,1,1,1,1,1,NA,1,5,6111,1,4,1,NA,5,1420,1,3,NA,1,27,2,2,NA,NA,0,1,2,NA,2,NA,4,0,0,0,0,0,0,0,NA,NA,NA,626793,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1
"4896","    10210003  2","PH7",1021,3,2,1021,413725,9,2017,1413,42982,12,1975,912,41,6,9,9,1,5,1,1,-145413,1,-130026,1,1,1,1,1,NA,0,NA,0,0,0,1,NA,0,6112,4,3,NA,0,49,2,1,NA,NA,0,1,1,NA,1,NA,1,0,0,0,0,0,2,2,NA,NA,NA,310765,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4897","    10210006  8","PH7",1021,6,8,1021,413725,9,2017,1413,42982,11,1993,1127,23,2,9,9,1,5,1,1,-155687,1,-141068,2,1,2,1,1,NA,2,9,8341,1,8,0,0,9,5230,7,2,NA,3,24,1,1,1,NA,1,1,1,NA,1,NA,1,0,0,0,0,0,0,0,NA,NA,1,626793,1,0,0,0,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4898","    10210008  2","PH7",1021,8,2,1021,413725,9,2017,1413,42983,8,1973,884,44,6,9,9,0,NA,0,1,-208968,1,-198331,1,1,1,1,1,NA,1,1,9213,1,4,0,0,1,0,0,NA,NA,1,45,0,NA,NA,NA,NA,2,1,NA,2,NA,2,0,0,0,0,0,3,0,NA,NA,NA,310765,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4899","    10210009  2","PH7",1021,9,2,1021,413725,9,2017,1413,42983,3,1976,915,41,6,9,9,0,NA,0,1,-165672,1,-151799,1,1,1,1,1,NA,1,2,6111,1,4,0,0,2,0,0,NA,NA,1,40,0,NA,NA,NA,NA,2,4,NA,2,NA,4,0,0,0,0,0,3,3,NA,NA,NA,310765,1,0,1,1,1,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
"4900","    10210011  2","PH7",1021,11,2,1021,413725,9,2017,1413,42982,4,1983,1000,34,4,9,9,0,NA,0,1,-217974,1,-208009,2,1,2,1,1,NA,0,NA,9213,1,4,1,NA,0,6112,4,1,NA,0,37,2,1,NA,NA,0,1,2,NA,2,NA,2,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4901","    10210015  2","PH7",1021,15,2,1021,413725,9,2017,1413,42982,9,1997,1173,20,2,9,9,1,3,1,1,-161249,1,-147046,1,1,1,1,1,NA,2,8,6112,1,4,0,0,8,0,0,NA,NA,3,22,0,NA,NA,NA,NA,1,2,NA,2,NA,2,0,8,8,0,0,3,0,NA,NA,NA,310765,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4902","    10210016  2","PH7",1021,16,2,1021,413725,9,2017,1413,42982,11,1984,1019,32,4,9,9,1,1,1,1,-211229,1,-200760,1,1,1,1,1,NA,0,NA,6115,1,4,0,0,0,0,0,NA,NA,0,40,0,NA,NA,NA,NA,1,2,NA,2,NA,4,0,0,0,0,0,2,0,NA,NA,NA,310765,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4904","    10210017  2","PH7",1021,17,2,1021,413725,8,2017,1412,42978,10,1980,970,36,5,9,9,1,4,1,1,-180097,1,-167302,1,1,1,1,1,NA,1,5,6112,1,4,0,0,5,0,0,NA,NA,1,37,0,NA,NA,NA,NA,4,4,NA,4,NA,4,0,0,0,0,0,2,2,NA,NA,NA,310765,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4905","    10210024  6","PH7",1021,24,6,1021,413725,9,2017,1413,42982,11,1997,1175,19,1,9,9,2,11,4,1,-141708,1,-126044,1,1,1,2,1,NA,2,11,9621,1,9,0,0,11,0,0,NA,NA,3,21,0,NA,NA,NA,NA,1,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4906","    10210027  2","PH7",1021,27,2,1021,413725,9,2017,1413,42983,10,1987,1054,29,3,9,9,2,11,4,1,-104605,1,-86169,1,1,1,1,1,NA,2,10,6112,1,4,1,NA,10,9213,4,2,NA,3,28,2,2,NA,NA,0,2,2,NA,2,NA,2,0,1,0,0,0,2,0,NA,NA,NA,310765,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,2,0,0,2,NA,NA,NA,1,0,1,3,0,0,NA,0,0,0,0,NA,0,1,2,0,NA
"4907","    10220001  2","PH7",1022,1,2,1022,1050788,8,2017,1412,42976,1,1994,1129,23,2,9,9,2,11,4,1,-175060,1,-161889,2,1,1,1,1,NA,2,11,9213,1,4,0,0,11,0,0,NA,NA,3,33,0,NA,NA,NA,NA,1,4,NA,4,NA,2,0,0,0,0,0,3,0,NA,NA,NA,789289,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4908","    10220010  2","PH7",1022,10,2,1022,1050788,8,2017,1412,42971,11,1992,1115,24,2,9,9,3,14,5,2,-67190,2,-45959,1,1,1,1,1,NA,2,11,8341,1,8,0,0,11,0,0,NA,NA,3,27,0,NA,NA,NA,NA,4,4,NA,4,NA,4,0,0,0,0,0,2,0,NA,NA,NA,789289,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4910","    10230003  2","PH7",1023,3,2,1023,684659,8,2017,1412,42978,7,1993,1123,24,2,9,9,1,5,1,1,-193444,1,-181646,1,1,1,1,1,NA,1,7,9213,1,4,0,0,7,0,0,NA,NA,1,27,0,NA,NA,NA,NA,2,2,NA,2,NA,1,0,0,0,0,0,3,0,NA,NA,NA,514276,1,1,1,0,1,NA,NA,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4911","    10230017  2","PH7",1023,17,2,1023,684659,8,2017,1412,42977,9,1989,1077,27,3,9,9,1,7,2,1,-151117,1,-136157,2,1,2,1,1,NA,1,4,6112,1,4,0,0,4,0,0,NA,NA,1,26,0,NA,NA,NA,NA,2,2,NA,2,NA,2,1,1,0,0,0,3,2,NA,NA,NA,514276,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4912","    10230023  2","PH7",1023,23,2,1023,684659,8,2017,1412,42978,7,1990,1087,27,3,9,9,1,7,2,1,-122443,1,-105340,2,1,1,1,1,NA,1,7,9213,1,4,0,0,7,0,0,NA,NA,1,30,0,NA,NA,NA,NA,1,1,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,514276,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4913","    10230024  2","PH7",1023,24,2,1023,684659,8,2017,1412,42978,2,1982,986,35,5,9,9,2,11,4,2,-56494,2,-34463,1,1,1,1,1,NA,2,9,7113,1,8,1,NA,9,3412,1,2,NA,3,36,2,2,2,NA,1,1,4,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,2,514276,1,0,1,0,1,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,NA
"4914","    10240005  1","PH7",1024,5,1,1024,475966,8,2017,1412,42978,8,1986,1040,31,4,9,9,1,6,1,1,-133724,1,-117464,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,NA,NA,NA,357518,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"4915","    10240011  2","PH7",1024,11,2,1024,475966,8,2017,1412,42978,9,1997,1173,19,1,9,9,2,9,3,1,-167029,1,-153257,1,1,1,1,1,NA,1,5,6112,1,4,0,0,5,0,0,NA,NA,1,25,0,NA,NA,NA,NA,1,1,NA,2,NA,1,0,0,0,0,0,2,0,NA,NA,NA,357518,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4916","    10240015  2","PH7",1024,15,2,1024,475966,8,2017,1412,42978,11,1975,911,41,6,9,9,1,4,1,1,-187935,1,-175726,1,1,2,1,1,NA,1,3,6112,1,4,0,0,3,6112,4,3,NA,1,50,1,2,NA,NA,0,1,1,NA,1,NA,1,0,0,0,0,0,2,0,NA,NA,NA,357518,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"4917","    10240018  2","PH7",1024,18,2,1024,475966,8,2017,1412,42978,12,1995,1152,21,2,9,9,1,2,1,1,-146174,1,-130844,1,1,1,1,1,NA,1,2,6112,1,4,0,0,2,0,0,NA,NA,1,34,0,NA,NA,NA,NA,1,2,NA,2,NA,2,0,0,0,0,0,0,3,NA,NA,NA,357518,0,1,0,0,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1
